cvedescription,docFreq,totalTermFreq
6.0.2800,1,1
6.0.27,1,1
6.0.2600.0,1,1
6.0.2600,1,1
6.0.26,1,1
6.0.23,1,1
6.0.21.0002,1,1
6.0.21,1,1
6.0.204,1,1
6.0.2001.141d,1,1
6.0.200.0,1,1
6.0.2.9,1,1
6.0.2.827,1,1
6.0.2.8,1,1
6.0.2.6,1,1
6.0.2.42,1,1
6.0.2.37,1,1
6.0.2.29,1,1
6.0.2.26789,1,1
6.0.2.2,1,1
6.0.2.19,1,1
6.0.2.145,1,1
6.0.2.1050,1,1
6.0.2.1041,1,1
6.0.2.10,1,1
6.0.1s1,1,1
6.0.192,1,1
6.0.19,1,1
6.0.188.0,1,1
6.0.18.1,1,1
6.0.14.806,1,1
6.0.14.748,1,1
6.0.12.1483,1,1
6.0.12.1053,1,1
6.0.11.853,1,1
6.0.11.818,1,1
6.0.11.774,1,1
6.0.11.3,1,1
6.0.1070,1,1
6.0.1069,1,1
6.0.1067,1,1
6.0.105,1,1
6.0.1002,1,1
6.0.100.65101,1,1
6.0.1.6,1,1
6.0.1.4603,1,1
6.0.1.411,1,1
6.0.1.4,1,1
6.0.1.132,1,1
6.0.1.1007,1,1
6.0.08.1118,1,1
6.0.03,1,1
6.0.0.9782,1,1
6.0.0.96,1,1
6.0.0.65,1,1
6.0.0.61,1,1
6.0.0.6.3,1,1
6.0.0.59,1,1
6.0.0.52,1,1
6.0.0.5,1,1
6.0.0.47,1,1
6.0.0.35,1,1
6.0.0.303,1,1
6.0.0.3,1,1
6.0.0.25,1,1
6.0.0.1921,1,1
6.0.0.1846,1,1
6.0.0.18,1,1
6.0.0.17,1,1
6.0.0.15017,1,1
6.0.0.1449,1,1
6.0.0.10,1,1
6,0,47,0,1,1
6,0,23,0,1,1
5x6,1,1
5x,1,1
5vw,1,1
5views,1,1
5ubuntu6.5,1,1
5terminals,1,1
5tb,1,1
5k,1,1
5fusername,1,1
5f136,1,1
5d,1,1
5bin,1,1
5_9_3,1,1
5_10_1,1,1
5999,1,1
5998,1,1
5997,1,1
5993,1,1
5992,1,1
5987,1,1
5977,1,1
5970,1,1
5962,1,1
5955,1,1
5954,1,1
59533,1,1
5947,1,1
5941,1,1
5939,1,1
5933,1,1
59278,1,1
5926,1,1
592,1,1
5917,1,1
5910,1,1
5909,1,1
5906,1,1
5905,1,1
5897,1,1
5888,1,1
5887,1,1
5881,1,1
5880,1,1
5875,1,1
58723,1,1
5872,1,1
5865,1,1
5862,1,1
5855,1,1
5853710,1,1
585,1,1
5840,1,1
5830,1,1
5829,1,1
5828,1,1
5820,1,1
5815,1,1
5804,1,1
5800,1,1
580,1,1
58.2,1,1
57e1,1,1
5793,1,1
5785,1,1
5780,1,1
5779,1,1
5778,1,1
5777364,1,1
5773,1,1
5770,1,1
5769,1,1
5766,1,1
5753,1,1
5740,1,1
574,1,1
5737,1,1
5735,1,1
5734.4,1,1
5730,1,1
5729,1,1
5722,1,1
5720,1,1
5705.1,1,1
5700,1,1
5685,1,1
5680,1,1
5664,1,1
5660,1,1
5654,1,1
5653,1,1
5643,1,1
5642,1,1
5640,1,1
5634,1,1
56325ascript,1,1
563,1,1
562t,1,1
5626,1,1
5620,1,1
5614,1,1
5609,1,1
5603,1,1
56015,1,1
56010,1,1
560,1,1
55_options_traceback.dpatch,1,1
5588,1,1
5578,1,1
5577,1,1
5565,1,1
5553,1,1
5551,1,1
5548,1,1
5533,1,1
5528,1,1
5527,1,1
5526,1,1
552.12.2,1,1
5515,1,1
5511,1,1
5510,1,1
5509,1,1
5502,1,1
5501,1,1
55.10.1,1,1
54xx,1,1
54_4,1,1
5496,1,1
5491,1,1
5487,1,1
5482,1,1
548,1,1
5476,1,1
5468,1,1
5467,1,1
5465,1,1
5462,1,1
5461,1,1
5459,1,1
5456,1,1
5449,1,1
5444,1,1
5441,1,1
54345,1,1
543310,1,1
5432,1,1
5424,1,1
5423,1,1
542,1,1
5415,1,1
5414,1,1
5412,1,1
5407,1,1
5401,1,1
5400zl,1,1
54.62.1,1,1
54.0,1,1
53kf,1,1
5398,1,1
5397,1,1
5396,1,1
5394,1,1
5390,1,1
5387,1,1
5382,1,1
5378,1,1
5370,1,1
5364,1,1
5360,1,1
5344,1,1
5334,1,1
5333,1,1
5330,1,1
5329,1,1
5328,1,1
5327,1,1
5321,1,1
5320,1,1
5319,1,1
5303,1,1
5302,1,1
53006nb,1,1
53.190.9,1,1
53.021.2,1,1
52999,1,1
5296,1,1
5294,1,1
5290,1,1
5289,1,1
5286,1,1
528.16,1,1
5272,1,1
5266,1,1
5265,1,1
5262,1,1
5250,1,1
524up,1,1
5249,1,1
5244,1,1
5243,1,1
5239,1,1
5238,1,1
5235,1,1
5234,1,1
5231,1,1
523,1,1
5227,1,1
5225,1,1
5224,1,1
5222,1,1
5220,1,1
522.15.5,1,1
522.12.12,1,1
522,1,1
5217,1,1
5211,1,1
5210,1,1
5202,1,1
5201,1,1
52.210.9,1,1
51c,1,1
5196,1,1
5194,1,1
5193,1,1
5192,1,1
5191,1,1
5190,1,1
5184,1,1
5179,1,1
5178,1,1
5170,1,1
5167,1,1
5149,1,1
5140,1,1
5131,1,1
5125,1,1
5124,1,1
5120,1,1
512,1,1
5114,1,1
51100,1,1
5107,1,1
51003,1,1
50a,1,1
509sat,1,1
5095,1,1
50908,1,1
5087,1,1
5086,1,1
5085,1,1
5083,1,1
507it,1,1
5079,1,1
50777,1,1
5074,1,1
5073,1,1
5070,1,1
5066,1,1
5062,1,1
5059,1,1
5055,1,1
5051,1,1
5050,1,1
505,1,1
5043.1,1,1
5039,1,1
5036,1,1
502t,1,1
5029,1,1
5026,1,1
5019,1,1
5013,1,1
501,1,1
500v,1,1
5009,1,1
5003,1,1
5000xal,1,1
5000i,1,1
500062,1,1
50001,1,1
5.99,1,1
5.93,1,1
5.92,1,1
5.91,1,1
5.9.9,1,1
5.9.8,1,1
5.9.3861,1,1
5.9.3797,1,1
5.9.12,1,1
5.9.10,1,1
5.8p2,1,1
5.835,1,1
5.83.02,1,1
5.81,1,1
5.80.02,1,1
5.8.8.817,1,1
5.8.7,1,1
5.8.4.128,1,1
5.8.3,1,1
5.8.22.137,1,1
5.8.213334.2131,1,1
5.8.211697.2124,1,1
5.8.20,1,1
5.8.2.50,1,1
5.8.2.10,1,1
5.8.17,1,1
5.8.1.27561,1,1
5.8.1.03,1,1
5.8.0.95,1,1
5.8.0.38,1,1
5.8.0.10,1,1
5.79,1,1
5.770,1,1
5.77,1,1
5.75,1,1
5.73,1,1
5.70,1,1
5.7.4.401,1,1
5.7.3,1,1
5.7.2.1,1,1
5.7.03,1,1
5.7.0.1121,1,1
5.7.0,1,1
5.67,1,1
5.666,1,1
5.65,1,1
5.60.15,1,1
5.60,1,1
5.6.9.344,1,1
5.6.7.9,1,1
5.6.6,1,1
5.6.5,1,1
5.6.2808,1,1
5.6.200,1,1
5.6.2.1,1,1
5.6.181,1,1
5.6.1.629,1,1
5.6.1.0,1,1
5.6.0beta4,1,1
5.6.00r2,1,1
5.6.0.2,1,1
5.6.0.1351,1,1
5.581,1,1
5.55,1,1
5.54,1,1
5.53,1,1
5.50.8.13,1,1
5.50.4134.0100,1,1
5.5.90545,1,1
5.5.90116,1,1
5.5.421,1,1
5.5.4.0,1,1
5.5.3595,1,1
5.5.3.42958,1,1
5.5.3.34685,1,1
5.5.3.2325,1,1
5.5.3.172,1,1
5.5.29.2,1,1
5.5.2.3,1,1
5.5.2.237,1,1
5.5.2.2,1,1
5.5.2.10,1,1
5.5.161.0,1,1
5.5.12,1,1
5.5.11.3,1,1
5.5.1.468,1,1
5.5.1.4,1,1
5.5.0a,1,1
5.5.080.000,1,1
5.5.062.011,1,1
5.5.062.004,1,1
5.5.062,1,1
5.5.06.00,1,1
5.5.05.07,1,1
5.5.05,1,1
5.5.005,1,1
5.5.0.91,1,1
5.5.0.76,1,1
5.5.0.2232,1,1
5.5.0.2,1,1
5.5.0.1823,1,1
5.4r10,1,1
5.47e,1,1
5.414,1,1
5.4.76847,1,1
5.4.6,1,1
5.4.5,1,1
5.4.4.0,1,1
5.4.28,1,1
5.4.26,1,1
5.4.23,1,1
5.4.2.5,1,1
5.4.2.3,1,1
5.4.2.2,1,1
5.4.189822.1355,1,1
5.4.18,1,1
5.4.15,1,1
5.4.14,1,1
5.4.12,1,1
5.4.1.96,1,1
5.4.1.429,1,1
5.4.1.0,1,1
5.4.0beta2,1,1
5.4.0.5,1,1
5.4.0.27581,1,1
5.4.0.14,1,1
5.3x,1,1
5.3r2.1,1,1
5.37,1,1
5.36,1,1
5.34,1,1
5.33.946.0,1,1
5.3.9.4,1,1
5.3.80,1,1
5.3.7.7296,1,1
5.3.6.1,1,1
5.3.6.0,1,1
5.3.5.0,1,1
5.3.3819,1,1
5.3.3.378,1,1
5.3.28,1,1
5.3.27,1,1
5.3.23a,1,1
5.3.235.0,1,1
5.3.23,1,1
5.3.220.1,1,1
5.3.2.410,1,1
5.3.2.375,1,1
5.3.2.3,1,1
5.3.2.1,1,1
5.3.2.0,1,1
5.3.174622.1216,1,1
5.3.11.1230,1,1
5.3.1.7,1,1
5.3.1.3,1,1
5.3.1.0606,1,1
5.3.0.35,1,1
5.3.0.33,1,1
5.3.0.317,1,1
5.3.0.313,1,1
5.3.0.30,1,1
5.3.0.17,1,1
5.3.0.1,1,1
5.2r4.1,1,1
5.2f,1,1
5.2b,1,1
5.2a,1,1
5.29.52,1,1
5.26,1,1
5.20.10,1,1
5.20.1,1,1
5.20.0,1,1
5.2.5.1,1,1
5.2.4.1,1,1
5.2.3292,1,1
5.2.3.9,1,1
5.2.2809,1,1
5.2.23.0003,1,1
5.2.218.1,1,1
5.2.2.865,1,1
5.2.2.50,1,1
5.2.2.5,1,1
5.2.2.3,1,1
5.2.2.1771.2,1,1
5.2.2.0,1,1
5.2.18,1,1
5.2.15a,1,1
5.2.157.0,1,1
5.2.1.870.0,1,1
5.2.1.6,1,1
5.2.1.105,1,1
5.2.0l,1,1
5.2.006,1,1
5.2.005,1,1
5.2.0.6288.0,1,1
5.2.0.296,1,1
5.2.0.285,1,1
5.2.0.26.3,1,1
5.2.0.238,1,1
5.2.0.2,1,1
5.2.0.1012,1,1
5.1r8,1,1
5.1pre3,1,1
5.1l,1,1
5.1c1,1,1
5.1ap1,1,1
5.17.7,1,1
5.161,1,1
5.16.1.1601,1,1
5.15.6,1,1
5.148.724.2003,1,1
5.14.3,1,1
5.14.2,1,1
5.14.02,1,1
5.14.0,1,1
5.131.2600.2180,1,1
5.13.11,1,1
5.12.5,1,1
5.12.3,1,1
5.12.0.1,1,1
5.12.0,1,1
5.115,1,1
5.11.2810,1,1
5.11.2,1,1
5.10.4,1,1
5.10.27,1,1
5.10.228257.2253,1,1
5.10.20,1,1
5.10.14,1,1
5.10.1,1,1
5.10.02,1,1
5.10.01,1,1
5.1.9.1,1,1
5.1.70,1,1
5.1.7.0,1,1
5.1.616,1,1
5.1.60,1,1
5.1.6.463,1,1
5.1.556.166,1,1
5.1.53,1,1
5.1.50,1,1
5.1.498,1,1
5.1.48,1,1
5.1.44,1,1
5.1.43,1,1
5.1.4.3.1,1,1
5.1.38,1,1
5.1.3612.0,1,1
5.1.3535.3218,1,1
5.1.32,1,1
5.1.28,1,1
5.1.2600.2180,1,1
5.1.26,1,1
5.1.24,1,1
5.1.23.0402,1,1
5.1.20913.0,1,1
5.1.20125.0,1,1
5.1.2.28,1,1
5.1.2.0,1,1
5.1.1e,1,1
5.1.199.1,1,1
5.1.19,1,1
5.1.183.10520,1,1
5.1.163.0,1,1
5.1.13.7,1,1
5.1.11.8.1,1,1
5.1.11.432,1,1
5.1.10411,1,1
5.1.101,1,1
5.1.100.47363,1,1
5.1.10,1,1
5.1.1.8,1,1
5.1.1.680,1,1
5.1.1.6,1,1
5.1.1.3000,1,1
5.1.1.3,1,1
5.1.1.2,1,1
5.1.1.18,1,1
5.1.1.16,1,1
5.1.1.14,1,1
5.1.1.13,1,1
5.1.1.12,1,1
5.1.0ga,1,1
5.1.0b,1,1
5.1.08,1,1
5.1.041,1,1
5.1.000,1,1
5.1.0.922,1,1
5.1.0.79,1,1
5.1.0.6,1,1
5.1.0.4420,1,1
5.1.0.44.6,1,1
5.1.0.39,1,1
5.1.0.3,1,1
5.1.0.21,1,1
5.1.0.19,1,1
5.1.0.15,1,1
5.1.0.147,1,1
5.1.0.13,1,1
5.1.0.117,1,1
5.1.0.112,1,1
5.1.0.106,1,1
5.1.0.10,1,1
5.0sp1,1,1
5.0rp2,1,1
5.0rp1a,1,1
5.0rc1,1,1
5.0r6.1,1,1
5.0r1,1,1
5.0p2,1,1
5.0j,1,1
5.0b7,1,1
5.0_sp1,1,1
5.0991,1,1
5.098,1,1
5.091,1,1
5.08c,1,1
5.08.2,1,1
5.08.07,1,1
5.08.06,1,1
5.07.41,1,1
5.07.36_nis01,1,1
5.06.04,1,1
5.06.00,1,1
5.05.01,1,1
5.04.25,1,1
5.03a,1,1
5.03.12,1,1
5.02x,1,1
5.02r,1,1
5.02i,1,1
5.02.15,1,1
5.01w,1,1
5.016,1,1
5.01.02,1,1
5.004_04,1,1
5.00.62,1,1
5.00.14,1,1
5.00.09,1,1
5.00.062,1,1
5.00.045,1,1
5.00.035,1,1
5.00.03,1,1
5.00.01c,1,1
5.0.98,1,1
5.0.95,1,1
5.0.93,1,1
5.0.907.1,1,1
5.0.90,1,1
5.0.8703,1,1
5.0.83,1,1
5.0.81,1,1
5.0.799.1238,1,1
5.0.712,1,1
5.0.7.0290,1,1
5.0.7.0240,1,1
5.0.66,1,1
5.0.63,1,1
5.0.62,1,1
5.0.609,1,1
5.0.6.0,1,1
5.0.594,1,1
5.0.590.015,1,1
5.0.540,1,1
5.0.51,1,1
5.0.50,1,1
5.0.4p,1,1
5.0.49,1,1
5.0.42,1,1
5.0.418.0,1,1
5.0.4.4,1,1
5.0.4.223524,1,1
5.0.4.0,1,1
5.0.3809,1,1
5.0.372,1,1
5.0.36,1,1
5.0.35a,1,1
5.0.335,1,1
5.0.32,1,1
5.0.300,1,1
5.0.2c,1,1
5.0.2999,1,1
5.0.298,1,1
5.0.27,1,1
5.0.26,1,1
5.0.228,1,1
5.0.21.0,1,1
5.0.2.9.0,1,1
5.0.2.7,1,1
5.0.2.5,1,1
5.0.2.15,1,1
5.0.2.10,1,1
5.0.2.0718,1,1
5.0.1a,1,1
5.0.196,1,1
5.0.17a,1,1
5.0.17.6,1,1
5.0.17,1,1
5.0.156.0,1,1
5.0.15.0,1,1
5.0.14.2,1,1
5.0.14.0,1,1
5.0.134,1,1
5.0.12,1,1
5.0.10.8,1,1
5.0.10.0,1,1
5.0.1.28,1,1
5.0.1.21,1,1
5.0.1.1,1,1
5.0.0ubuntu7.1,1,1
5.0.0ubuntu20.10.04.2,1,1
5.0.0k,1,1
5.0.0alpha,1,1
5.0.060125,1,1
5.0.06.0100,1,1
5.0.02.0090,1,1
5.0.0.8,1,1
5.0.0.7,1,1
5.0.0.596,1,1
5.0.0.593,1,1
5.0.0.5082,1,1
5.0.0.5,1,1
5.0.0.4,1,1
5.0.0.3810,1,1
5.0.0.225,1,1
5.0.0.2,1,1
5.0.0.193,1,1
5.0.0.17,1,1
5.0.0.15,1,1
5.0.0.115,1,1
5.0.0.11,1,1
5.0.0.1066,1,1
5.0.0.0.0,1,1
5,65,12,13,1,1
5,60,90,28,1,1
5,0,30,2,1,1
4xm,1,1
4xem,1,1
4ubuntu2.4,1,1
4thpass,1,1
4th,1,1
4site.pl,1,1
4s,1,1
4rv,1,1
4r,1,1
4print.asp,1,1
4nnukeware,1,1
4nguestbook,1,1
4nforum,1,1
4ndvddb,1,1
4nchat,1,1
4mailinglists,1,1
4in1,1,1
4gl,1,1
4dd,1,1
4c,1,1
4bsd,1,1
4_0_30319,1,1
4996,1,1
4992,1,1
4990,1,1
4984,1,1
4969,1,1
4968,1,1
4956.2,1,1
4948,1,1
4946,1,1
4942,1,1
4941,1,1
4940,1,1
4939,1,1
4938,1,1
4934,1,1
4933,1,1
4927,1,1
4926,1,1
4922,1,1
4920.2,1,1
4920,1,1
4909,1,1
4906,1,1
4904,1,1
4903,1,1
4901,1,1
49.8,1,1
49.1,1,1
4896,1,1
4895,1,1
4894,1,1
4890.1,1,1
4890,1,1
48899,1,1
4889,1,1
4888,1,1
4885,1,1
4882,1,1
4881,1,1
4880,1,1
4877,1,1
4876,1,1
4875,1,1
4874,1,1
486,1,1
4858,1,1
4845,1,1
4843,1,1
4841,1,1
4840,1,1
4838,1,1
4826,1,1
4825,1,1
4824,1,1
4821,1,1
4820,1,1
4817,1,1
4816,1,1
4815,1,1
48101,1,1
4810,1,1
4806,1,1
4804,1,1
4802f,1,1
48.1.1,1,1
47xx,1,1
4797,1,1
4794,1,1
4790.2,1,1
4784,1,1
4778,1,1
4776,1,1
4775,1,1
4774,1,1
4758,1,1
4755,1,1
474,1,1
4737,1,1
4736,1,1
4730mfp,1,1
4729,1,1
4725,1,1
4722,1,1
47195,1,1
4713,1,1
4711,1,1
47100,1,1
4709,1,1
47065,1,1
4705891,1,1
4701,1,1
4700,1,1
47.1,1,1
46c,1,1
4697,1,1
4691,1,1
4683,1,1
46823,1,1
4682,1,1
4681,1,1
4671,1,1
4670,1,1
4669,1,1
4667,1,1
4664,1,1
4663,1,1
4659277,1,1
4659,1,1
4654,1,1
46537,1,1
4652,1,1
4650,1,1
465,1,1
4648,1,1
4647,1,1
4632,1,1
4629,1,1
4628,1,1
4627,1,1
4625,1,1
4622,1,1
4619,1,1
4614.1,1,1
4614,1,1
4613,1,1
4611,1,1
460r,1,1
4604,1,1
4601,1,1
4600,1,1
460,1,1
46.200.9,1,1
46.1,1,1
45b,1,1
4596,1,1
4595,1,1
4594,1,1
4593,1,1
4592,1,1
4591,1,1
4590,1,1
4585,1,1
4582,1,1
458,1,1
4570,1,1
4569,1,1
4568,1,1
4563,1,1
4558,1,1
4556,1,1
4553,1,1
4547,1,1
4543.3,1,1
4543,1,1
4531,1,1
4528,1,1
45243,1,1
4524,1,1
4522,1,1
4521,1,1
451b,1,1
4519,1,1
45172,1,1
4515,1,1
4514,1,1
4510e,1,1
450tc2,1,1
4508,1,1
4506,1,1
4500e,1,1
45.4,1,1
448,1,1
4478,1,1
4477,1,1
4465,1,1
44614,1,1
4461,1,1
4459,1,1
4454,1,1
4449,1,1
4448,1,1
4445,1,1
44444,1,1
4444,1,1
4442,1,1
444,1,1
4436,1,1
4434,1,1
4429.2,1,1
4429,1,1
4423,1,1
442085,1,1
442084,1,1
4420,1,1
4417,1,1
4415,1,1
4412,1,1
4411,1,1
4409,1,1
4406,1,1
4405,1,1
4404,1,1
440,1,1
4398,1,1
4397,1,1
4393,1,1
4390,1,1
4381,1,1
4379,1,1
43780,1,1
4376,1,1
4367,1,1
4366,1,1
4361,1,1
4359,1,1
4358,1,1
4355,1,1
4354,1,1
4350,1,1
435,1,1
4347,1,1
4345mfp,1,1
4345,1,1
4344,1,1
4340,1,1
4338,1,1
4335,1,1
4333,1,1
4332,1,1
433,1,1
4329,1,1
4324,1,1
4323,1,1
4322,1,1
4319,1,1
431.11.2,1,1
4308,1,1
43.48.1,1,1
42xx,1,1
42vv10,1,1
42variablversion,1,1
4289,1,1
4281,1,1
4279,1,1
4270,1,1
4262,1,1
4261,1,1
4260,1,1
426,1,1
4257,1,1
4251,1,1
4250.0,1,1
4249,1,1
4248,1,1
4239,1,1
4237,1,1
4227.3,1,1
4227.13,1,1
4227,1,1
4225,1,1
4224,1,1
4223,1,1
4221,1,1
4214,1,1
4209,1,1
4207,1,1
4205,1,1
4204,1,1
42.0.8,1,1
41x1,1,1
4199,1,1
4198,1,1
4196,1,1
4189.1,1,1
4184.2340,1,1
4180,1,1
418,1,1
4178,1,1
417.9.3,1,1
4169,1,1
4166,1,1
4162,1,1
4161,1,1
416.12,1,1
4156.910,1,1
41524,1,1
4146,1,1
4142,1,1
4141,1,1
4138,1,1
4135,1,1
4133,1,1
4129.230,1,1
4128,1,1
4127,1,1
4124,1,1
4123,1,1
4122,1,1
4121,1,1
412,1,1
4116,1,1
4114.563,1,1
4114,1,1
4113,1,1
411,1,1
4107,1,1
4105,1,1
41025,1,1
410192,1,1
41014,1,1
41013,1,1
40b,1,1
4099,1,1
4097,1,1
4089,1,1
4087,1,1
4083.1,1,1
4080,1,1
4079,1,1
4078,1,1
4077,1,1
4076,1,1
4066,1,1
4058,1,1
4056,1,1
4047,1,1
4043,1,1
4042,1,1
4041,1,1
4036,1,1
4035,1,1
4034,1,1
4032.2,1,1
4032,1,1
4029,1,1
4028,1,1
4024,1,1
4023,1,1
4020,1,1
40193,1,1
4015,1,1
4010,1,1
400h,1,1
400cs,1,1
4008,1,1
4006,1,1
4005,1,1
4000s,1,1
40.19.36,1,1
4.9x,1,1
4.98.08,1,1
4.98.05,1,1
4.98,1,1
4.97g,1,1
4.93.8,1,1
4.92,1,1
4.91.5.8,1,1
4.91.21,1,1
4.91.00,1,1
4.90,1,1
4.9.9.2,1,1
4.9.9,1,1
4.9.7b,1,1
4.9.7,1,1
4.9.6,1,1
4.9.4,1,1
4.9.24,1,1
4.9.23,1,1
4.9.18,1,1
4.9.1.2,1,1
4.9.0.1982,1,1
4.8b180,1,1
4.8b155,1,1
4.85.1,1,1
4.82,1,1
4.8.9,1,1
4.8.6,1,1
4.8.3.1,1,1
4.8.2790,1,1
4.8.2.1346,1,1
4.8.1368.0,1,1
4.8.1356.0,1,1
4.8.1351,1,1
4.8.1281.0,1,1
4.8.05.004,1,1
4.8.02.0010,1,1
4.8.00,1,1
4.8.0.7,1,1
4.8.0.5,1,1
4.7p1,1,1
4.75,1,1
4.74.8702.0,1,1
4.72.3612.1700,1,1
4.72.11421.0,1,1
4.71.1,1,1
4.71.001_179_060830,1,1
4.71.0.10,1,1
4.70j,1,1
4.7.981,1,1
4.7.869,1,1
4.7.844,1,1
4.7.726,1,1
4.7.6.0,1,1
4.7.3.0,1,1
4.7.1098,1,1
4.7.10,1,1
4.7.1.7,1,1
4.7.1.57,1,1
4.7.1.30,1,1
4.7.00.0533,1,1
4.7.0.830,1,1
4.7.0.179,1,1
4.7.0.1,1,1
4.6x,1,1
4.6p1,1,1
4.6b,1,1
4.6_public,1,1
4.68.8,1,1
4.67.651.3,1,1
4.67.16,1,1
4.66z,1,1
4.66,1,1
4.65.003,1,1
4.62,1,1
4.61.003,1,1
4.60.00,1,1
4.60,1,1
4.6.99,1,1
4.6.763,1,1
4.6.6230,1,1
4.6.28,1,1
4.6.17.0,1,1
4.6.1.309,1,1
4.6.1.2,1,1
4.6.1.0,1,1
4.6.0.4,1,1
4.6.0.3258,1,1
4.6.0.303,1,1
4.6.0.2,1,1
4.5x,1,1
4.54,1,1
4.531.9.1,1,1
4.53.13,1,1
4.51.16.3,1,1
4.51.001,1,1
4.50pg,1,1
4.50b052,1,1
4.50.6,1,1
4.50.1581,1,1
4.50.1.82,1,1
4.50.09,1,1
4.5.70.0,1,1
4.5.70,1,1
4.5.7.69,1,1
4.5.6001.22159,1,1
4.5.57.0,1,1
4.5.51,1,1
4.5.42,1,1
4.5.4.743,1,1
4.5.3a,1,1
4.5.2.8848,1,1
4.5.2.3,1,1
4.5.2.2,1,1
4.5.1o,1,1
4.5.182,1,1
4.5.181,1,1
4.5.18,1,1
4.5.17,1,1
4.5.15,1,1
4.5.126.0,1,1
4.5.122.000,1,1
4.5.12,1,1
4.5.11.0,1,1
4.5.10.22,1,1
4.5.1.672,1,1
4.5.1.657,1,1
4.5.1.11,1,1
4.5.0f,1,1
4.5.085,1,1
4.5.04,1,1
4.5.03,1,1
4.5.0.376,1,1
4.5.0.1927,1,1
4.5.0.173,1,1
4.5.0.1629,1,1
4.5.0.1,1,1
4.4rc2,1,1
4.4r5,1,1
4.4r3,1,1
4.44.0.09170,1,1
4.42.00.04,1,1
4.40.985,1,1
4.40.1148,1,1
4.4.5.502,1,1
4.4.3396,1,1
4.4.220114,1,1
4.4.2.0,1,1
4.4.1a,1,1
4.4.17,1,1
4.4.15,1,1
4.4.11,1,1
4.4.102,1,1
4.4.1.4,1,1
4.4.079i,1,1
4.4.061f,1,1
4.4.0.2,1,1
4.3x,1,1
4.3r6,1,1
4.3mp2,1,1
4.3g,1,1
4.3c3,1,1
4.3bsd,1,1
4.3_13,1,1
4.37.0,1,1
4.36.0309.0160,1,1
4.35.6.0091,1,1
4.34.21,1,1
4.33.02,1,1
4.32b,1,1
4.31.03,1,1
4.30c,1,1
4.30.9,1,1
4.30.5,1,1
4.3.86.0,1,1
4.3.7.27,1,1
4.3.5.472,1,1
4.3.4.461,1,1
4.3.4.2,1,1
4.3.4.0,1,1
4.3.246,1,1
4.3.2.1,1,1
4.3.13,1,1
4.3.1.1,1,1
4.3.1.0218,1,1
4.3.0.4,1,1
4.3.0.1,1,1
4.2x,1,1
4.2r8.1,1,1
4.2r5,1,1
4.2r1,1,1
4.2p1,1,1
4.2i,1,1
4.2e,1,1
4.2d,1,1
4.27.2,1,1
4.25.3,1,1
4.25.19,1,1
4.245.00,1,1
4.24.00,1,1
4.22,1,1
4.21.0,1,1
4.20b,1,1
4.20.983,1,1
4.20.0512,1,1
4.20.0511,1,1
4.2.99.4,1,1
4.2.944b,1,1
4.2.8.0,1,1
4.2.7p26,1,1
4.2.747,1,1
4.2.6.1,1,1
4.2.5p9,1,1
4.2.5p74,1,1
4.2.5p150,1,1
4.2.4p8,1,1
4.2.4p5,1,1
4.2.3a,1,1
4.2.33,1,1
4.2.31,1,1
4.2.2ga,1,1
4.2.29,1,1
4.2.2833,1,1
4.2.27,1,1
4.2.22,1,1
4.2.209.0,1,1
4.2.2.7.5,1,1
4.2.2.0,1,1
4.2.1b1,1,1
4.2.19,1,1
4.2.18,1,1
4.2.173.0,1,1
4.2.15.1,1,1
4.2.15.0,1,1
4.2.14,1,1
4.2.11,1,1
4.2.1.976,1,1
4.2.1.6,1,1
4.2.1.4621.22,1,1
4.2.1.15.11,1,1
4.2.1.13,1,1
4.2.1.01,1,1
4.2.0e,1,1
4.2.0c,1,1
4.2.0b,1,1
4.2.09f,1,1
4.2.0.169,1,1
4.1x,1,1
4.1sp4,1,1
4.1rc1,1,1
4.1r8.1,1,1
4.1r5,1,1
4.1r3,1,1
4.1r2,1,1
4.1r1,1,1
4.1pl2,1,1
4.1m,1,1
4.1beta,1,1
4.1b,1,1
4.18a,1,1
4.18.3,1,1
4.18,1,1
4.16.03,1,1
4.15p1,1,1
4.14.5,1,1
4.14.3,1,1
4.14.2,1,1
4.14.0,1,1
4.13.3,1,1
4.13.003,1,1
4.13.001,1,1
4.11.5,1,1
4.11.3,1,1
4.11.02,1,1
4.10b17s,1,1
4.10b13s,1,1
4.10b,1,1
4.100.15.5,1,1
4.10.95,1,1
4.10.5,1,1
4.10.35,1,1
4.1.99,1,1
4.1.91.0,1,1
4.1.9.6,1,1
4.1.890s,1,1
4.1.6.13,1,1
4.1.5.8,1,1
4.1.5.1,1,1
4.1.44,1,1
4.1.4393,1,1
4.1.4390,1,1
4.1.4369,1,1
4.1.43,1,1
4.1.40,1,1
4.1.3c,1,1
4.1.3b,1,1
4.1.3_u1,1,1
4.1.36.0,1,1
4.1.3.1.6,1,1
4.1.2p2,1,1
4.1.26,1,1
4.1.23,1,1
4.1.2010,1,1
4.1.20,1,1
4.1.2.13,1,1
4.1.2.0,1,1
4.1.150349.920,1,1
4.1.15,1,1
4.1.149672.916,1,1
4.1.14.1,1,1
4.1.10111,1,1
4.1.1.81,1,1
4.1.1.5,1,1
4.1.1.3758,1,1
4.1.0p1,1,1
4.1.00.3917,1,1
4.1.0.80,1,1
4.1.0.755,1,1
4.1.0.3,1,1
4.1.0.179,1,1
